Feature Type,Alpha,Gamma,Polynomial Dimension,Protos per dimension,Epsilon,Simulations,MIN,MAX,Delta,Mean,STDEV
NRB,0.4,1.0,2,52,0.75,1000,158,324,166,199.455,38.04838570366231
NRB,0.1,0.9,2,21,0.5,989,151,2653,2502,203.19110212335693,85.40338245358224
NRB,0.01,0.9,2,8,0.75,1000,150,245,95,205.659,11.130705800245176
NRB,0.1,0.95,2,18,0.25,1000,155,311,156,178.423,15.679155171976165
NRB,0.1,0.8,2,12,0.75,1000,162,240,78,205.922,21.34866931875806
NRB,0.5,0.8,2,27,0.25,1000,156,308,152,210.001,35.36967646180854
NRB,0.4,0.99,2,36,0.25,1000,154,338,184,234.863,21.73289096161736
NRB,0.5,1.0,2,18,0.25,1000,201,262,61,225.963,12.195095380986217
NRB,0.025,0.9,2,12,0.5,1000,96,191,95,126.65,17.242064516431576
NRB,0.4,0.99,2,18,0.25,1000,164,314,150,188.091,34.19333126360903
NRB,0.01,0.95,2,12,0.75,1000,144,261,117,223.009,32.23532278471917
NRB,0.05,0.9,2,18,0.5,1000,157,299,142,273.439,18.036285276813143
NRB,0.01,0.99,2,8,0.25,1000,172,201,29,183.731,7.003977062690503
NRB,0.125,0.99,2,21,0.25,997,233,529,296,250.79939819458374,31.56248789635804
NRB,0.5,0.95,2,18,0.25,1000,187,442,255,264.838,47.495216091218616
NRB,0.1,0.95,2,12,0.75,1000,142,273,131,157.436,20.847410355210034
NRB,0.175,1.0,2,27,0.25,995,162,368,206,214.87336683417087,40.821469824257704
NRB,0.075,0.9,2,18,0.75,1000,134,274,140,171.89,19.61628656751065
NRB,0.15,0.95,2,12,0.5,1000,151,262,111,157.986,13.21197791249896
NRB,0.4,0.8,2,36,0.5,1000,198,329,131,266.648,48.78592176194032
NRB,0.025,0.9,2,18,0.5,1000,236,264,28,254.223,5.848544817001617
NRB,0.01,0.9,2,12,0.5,1000,155,296,141,191.913,42.63530462187646
NRB,0.5,0.95,2,36,0.75,1000,158,291,133,224.072,49.54292398836909
NRB,0.15,0.8,2,12,0.25,1000,244,315,71,287.334,18.63882640752496
NRB,0.15,0.8,2,36,0.5,1000,163,344,181,259.947,40.921299389727885
NRB,0.1,1.0,2,8,0.5,1000,156,248,92,182.273,22.004059844711605
NRB,0.01,0.8,2,12,0.75,1000,146,227,81,179.104,30.61627901199851
NRB,0.01,0.99,2,8,0.5,1000,201,319,118,231.19,21.865909951749504
NRB,0.5,0.9,2,52,0.5,1000,158,486,328,247.177,51.464222885779954
NRB,0.1,0.95,2,36,0.75,1000,155,385,230,245.314,47.68619692717566
NRB,0.2,0.95,2,36,0.25,1000,159,450,291,284.858,44.32105811228103
NRB,0.2,0.9,2,12,0.25,1000,161,388,227,252.831,36.716815814604125
NRB,0.025,0.9,2,36,0.75,1000,199,323,124,277.162,28.082706322475303
NRB,0.125,0.99,2,12,0.25,1000,135,213,78,168.063,23.29540097759012
NRB,0.15,0.95,2,12,0.25,1000,217,395,178,291.527,54.16008295401315
NRB,0.175,0.9,2,18,0.75,1000,152,284,132,244.013,24.533910078577847
NRB,0.125,0.9,2,52,0.75,1000,163,356,193,245.156,29.536148158621632
NRB,0.175,0.9,2,36,0.5,1000,203,460,257,269.488,36.725994263663644
NRB,0.2,0.95,2,27,0.75,979,129,1036,907,206.61082737487231,48.591308492066695
NRB,0.125,0.99,2,12,0.75,1000,147,261,114,156.081,23.03916756834418
NRB,0.15,0.8,2,18,0.5,1000,176,221,45,205.198,13.024993145735104
NRB,0.15,0.9,2,8,0.75,1000,141,230,89,224.705,5.828717607583074
NRB,0.025,0.95,2,12,0.75,1000,126,235,109,170.433,33.73466375315661
NRB,0.125,0.9,2,12,0.25,1000,181,356,175,252.706,39.500859254981805
NRB,0.125,0.95,2,8,0.5,1000,159,569,410,259.733,89.29533788708326
NRB,0.15,0.8,2,27,0.5,995,158,213,55,186.61306532663318,17.391052943558876
NRB,0.15,0.9,2,21,0.75,987,155,709,554,212.79128672745694,34.08153040984124
NRB,0.5,0.9,2,36,0.5,1000,171,314,143,238.169,24.03764229801349
NRB,0.1,1.0,2,18,0.75,1000,209,294,85,255.124,21.872105820268267
NRB,0.125,0.95,2,27,0.75,992,158,1760,1602,197.34274193548387,67.62721664852528
NRB,0.15,0.95,2,12,0.5,1000,160,275,115,200.314,29.323083863182728
NRB,0.175,0.9,2,18,0.5,1000,128,285,157,197.282,37.25327210168635
NRB,0.01,0.9,2,12,0.75,1000,157,285,128,228.89,17.473443313245998
NRB,0.4,0.8,2,12,0.75,1000,233,676,443,295.118,63.070452336715945
NRB,0.125,0.95,2,12,0.5,1000,98,220,122,141.625,26.07535808573488
NRB,0.2,0.95,2,21,0.5,984,158,339,181,193.3058943089431,18.97154601776511
NRB,0.1,0.99,2,27,0.75,997,166,464,298,214.40320962888666,43.899391064941646
NRB,0.075,0.99,2,27,0.5,998,163,601,438,252.0741482965932,33.81305192477388
NRB,0.075,0.9,2,12,0.5,1000,128,197,69,163.863,21.779636902014314
NRB,0.125,0.99,2,8,0.5,1000,86,302,216,159.496,50.3316924339254
NRB,0.05,0.8,2,12,0.75,1000,110,257,147,170.495,35.44556902298739
NRB,0.125,0.9,2,36,0.5,1000,163,368,205,257.246,43.6286252469745
NRB,0.01,0.99,2,12,0.75,1000,169,293,124,198.533,29.138393177334898
NRB,0.075,1.0,2,8,0.5,1000,123,317,194,194.908,52.920148129782085
NRB,0.125,0.95,2,12,0.25,1000,129,178,49,160.238,17.756876489480426
NRB,0.5,0.8,2,52,0.75,1000,139,391,252,217.565,51.17572402741098
NRB,0.125,1.0,2,21,0.5,993,194,825,631,261.99093655589127,54.38468970420614
NRB,0.125,0.9,2,18,0.75,996,146,191,45,166.97088353413653,17.435196759794646
NRB,0.1,0.95,2,12,0.5,1000,125,260,135,167.538,25.412247801765556
NRB,0.175,0.95,2,18,0.75,1000,126,294,168,185.455,31.0011458827903
NRB,0.2,0.8,2,52,0.5,991,190,455,265,290.7013118062563,41.56440284830292
NRB,0.125,0.99,2,18,0.25,1000,130,290,160,209.119,53.11841870204162
NRB,0.01,1.0,2,8,0.25,1000,202,268,66,241.593,23.48895659841199
NRB,0.1,0.8,2,21,0.25,980,164,1202,1038,217.80204081632652,54.88596773731944
NRB,0.075,0.9,2,52,0.75,995,200,422,222,290.1226130653266,43.11760438677405
NRB,0.025,1.0,2,21,0.75,996,166,534,368,220.43172690763052,47.03047613897837
NRB,0.125,0.95,2,27,0.5,995,166,417,251,216.9035175879397,26.865465885255613
NRB,0.075,0.9,2,12,0.5,1000,153,352,199,225.072,38.25436200242022
NRB,0.2,0.99,2,36,0.75,1000,133,310,177,193.185,30.707747243012484
NRB,0.2,1.0,2,27,0.75,999,151,280,129,177.75575575575576,21.10044696513943
NRB,0.2,0.95,2,27,0.5,998,156,441,285,196.74048096192385,33.76608104676806
NRB,0.125,0.9,2,27,0.5,979,147,1075,928,216.2420837589377,55.71712834259797
NRB,0.075,0.9,2,18,0.5,1000,151,271,120,185.64,25.96456351565646
NRB,0.05,0.95,2,36,0.75,1000,163,320,157,251.05,26.91051236367817
NRB,0.15,0.9,2,8,0.25,1000,205,224,19,217.308,4.355008852126721
NRB,0.175,0.99,2,18,0.5,1000,170,283,113,246.465,26.565701788424704
NRB,0.075,0.8,2,18,0.5,1000,145,273,128,173.999,34.68602195581268
NRB,0.125,0.99,2,18,0.5,1000,164,331,167,208.604,33.67005875933181
NRB,0.125,0.9,2,12,0.25,1000,144,247,103,217.238,16.998656132480306
NRB,0.01,0.8,2,8,0.5,1000,135,218,83,168.16,26.237126115235768
NRB,0.075,0.9,2,21,0.25,987,169,508,339,238.48024316109422,34.43376162867259
NRB,0.125,0.95,2,21,0.5,981,168,873,705,202.5728848114169,32.842543942084305
NRB,0.05,0.9,2,21,0.75,970,152,330,178,188.82061855670102,27.49209075920846
NRB,0.075,0.8,2,18,0.5,1000,160,174,14,165.252,2.727991557526881
NRB,0.075,0.99,2,8,0.5,1000,148,310,162,189.171,34.19445890813335
NRB,0.2,0.9,2,12,0.75,1000,185,326,141,222.596,33.14020303282792
NRB,0.2,0.95,2,12,0.5,1000,172,267,95,253.861,10.318340329100758
NRB,0.15,0.9,2,18,0.25,1000,162,509,347,256.669,73.93303410879695
NRB,0.2,0.95,2,21,0.25,978,126,374,248,195.87525562372187,38.9516507532527
NRB,0.5,0.95,2,36,0.75,1000,169,364,195,252.734,41.60938096853382
NRB,0.15,0.9,2,18,0.5,1000,151,264,113,177.247,31.281312496625066
NRB,0.025,0.99,2,12,0.5,1000,183,304,121,211.322,34.1455448665596
NRB,0.175,0.9,2,21,0.5,992,223,494,271,264.33266129032256,22.218214674997903
NRB,0.1,0.9,2,36,0.75,1000,156,324,168,207.871,31.834129024849585
NRB,0.05,0.9,2,27,0.75,993,157,422,265,207.31117824773415,31.498317382118806
NRB,0.1,0.95,2,21,0.5,990,128,364,236,197.66565656565658,26.849359423253695
NRB,0.05,0.9,2,21,0.75,981,117,306,189,179.13557594291538,23.960915632729222
NRB,0.05,1.0,2,12,0.5,1000,134,190,56,154.338,10.283652537377442
NRB,0.4,1.0,2,27,0.25,996,207,419,212,260.33534136546183,35.097108586600605
NRB,0.125,0.95,2,18,0.5,1000,158,275,117,181.221,22.168753068510927
NRB,0.5,1.0,2,36,0.5,1000,172,374,202,249.276,30.871457219750265
NRB,0.1,0.99,2,12,0.5,1000,92,241,149,148.466,29.843650706431468
NRB,0.2,1.0,2,18,0.25,1000,207,276,69,252.221,23.78377234222584
NRB,0.175,0.8,2,36,0.75,1000,159,212,53,183.489,14.801451346471465
NRB,0.2,1.0,2,52,0.75,1000,162,485,323,286.732,55.09197129619979
NRB,0.025,0.95,2,12,0.5,1000,161,362,201,233.005,38.20720829589314
NRB,0.15,0.9,2,12,0.5,1000,167,378,211,240.447,41.08183184703316
NRB,0.15,0.99,2,12,0.25,1000,144,172,28,156.845,7.5142157567133
NRB,0.4,0.95,2,52,0.75,1000,162,368,206,244.634,33.92141958566455
NRB,0.125,0.8,2,18,0.75,1000,194,1238,1044,258.18,133.90847276807796
NRB,0.05,0.99,2,18,0.5,1000,181,221,40,201.481,11.070238894856297
NRB,0.4,0.8,2,12,0.25,1000,223,457,234,276.82,45.51561568595191
NRB,0.4,0.9,2,27,0.5,997,116,344,228,210.56369107321967,54.35853758195714
NRB,0.075,1.0,2,27,0.75,995,162,354,192,225.86231155778896,33.60128591548936
NRB,0.1,0.8,2,18,0.75,986,120,204,84,157.88336713995943,28.96080998427486
NRB,0.025,0.9,2,36,0.75,1000,157,394,237,279.933,36.138767570595455
NRB,0.4,0.99,2,27,0.75,996,165,438,273,261.3925702811245,20.652265867146802
NRB,0.175,0.95,2,27,0.75,998,142,428,286,179.88376753507015,28.763737148679816
NRB,0.025,0.8,2,21,0.5,995,154,506,352,195.38391959798994,35.33082145068024
NRB,0.025,0.95,2,12,0.5,1000,157,299,142,214.409,54.80755045234723
NRB,0.15,1.0,2,27,0.25,996,177,372,195,215.99698795180723,47.175381014179635
NRB,0.15,0.8,2,27,0.75,998,120,209,89,147.82264529058116,21.937396296855486
NRB,0.01,0.8,2,12,0.5,1000,147,255,108,180.224,35.84727117718796
NRB,0.05,1.0,2,8,0.75,1000,172,291,119,252.788,40.49660517908916
NRB,0.05,0.99,2,8,0.5,1000,163,351,188,251.785,54.97587763848907
NRB,0.125,1.0,2,18,0.25,1000,171,375,204,240.129,33.50054694547009
NRB,0.2,0.95,2,18,0.5,1000,162,316,154,239.405,46.756637583964036
NRB,0.1,0.9,2,8,0.75,1000,141,1079,938,201.388,67.28728732112059
NRB,0.1,0.8,2,36,0.75,1000,123,268,145,234.801,35.066837355000835
NRB,0.2,0.99,2,18,0.75,1000,160,331,171,214.142,40.48415495972224
NRB,0.4,0.99,2,36,0.25,1000,167,328,161,246.239,44.07314739522606
NRB,0.175,0.8,2,18,0.25,1000,208,272,64,235.015,13.998740648349042
NRB,0.2,0.99,2,12,0.75,1000,147,433,286,236.177,68.92844697076673
NRB,0.025,0.95,2,18,0.5,1000,227,606,379,282.629,60.37271091497568
NRB,0.15,0.9,2,36,0.5,1000,190,377,187,258.835,32.91761449960104
NRB,0.175,0.8,2,36,0.5,1000,191,383,192,259.817,32.3909661122617
NRB,0.15,0.9,2,18,0.75,1000,141,276,135,224.51,50.01467152113835
NRB,0.2,0.9,2,18,0.5,1000,199,254,55,229.395,19.02848018255946
NRB,0.15,0.8,2,18,0.5,1000,162,351,189,215.495,31.81518790108242
NRB,0.175,0.8,2,52,0.75,998,166,322,156,244.53607214428857,31.30380145220197
NRB,0.1,0.8,2,18,0.5,1000,123,302,179,179.378,31.960422159048285
NRB,0.05,0.95,2,18,0.5,1000,234,403,169,281.093,45.56811169890413
NRB,0.125,0.95,2,21,0.75,987,153,747,594,202.89260385005065,46.56734763902686
NRB,0.175,0.99,2,18,0.5,1000,142,350,208,263.023,30.16634680367312
NRB,0.075,0.95,2,18,0.5,1000,146,268,122,195.431,31.739764517898546
NRB,0.1,0.9,2,12,0.25,1000,154,284,130,178.128,17.09279906217176
NRB,0.15,0.95,2,52,0.75,1000,147,306,159,214.549,43.90393096471151
NRB,0.4,1.0,2,36,0.5,1000,167,276,109,205.14,30.254085834969626
NRB,0.5,0.9,2,52,0.5,1000,148,365,217,210.807,46.48684521214338
NRB,0.2,0.95,2,36,0.75,1000,124,221,97,172.792,19.52429086891337
NRB,0.1,0.95,2,36,0.5,1000,163,384,221,262.95,35.3604561885429
NRB,0.05,0.8,2,12,0.5,1000,96,191,95,133.978,18.238370380989476
NRB,0.15,0.9,2,36,0.25,1000,194,364,170,261.957,31.106667706068674
NRB,0.15,0.9,2,36,0.5,1000,159,319,160,262.325,45.58209190133886
NRB,0.175,0.99,2,27,0.75,1000,163,362,199,249.437,37.69104198142638
NRB,0.125,0.99,2,12,0.25,1000,125,172,47,143.799,11.895633867310522
NRB,0.15,0.95,2,36,0.75,999,169,387,218,243.32832832832833,47.62018134836964
NRB,0.01,0.9,2,18,0.75,1000,160,297,137,204.106,40.893630959515605
NRB,0.5,0.95,2,52,0.25,1000,173,465,292,273.824,21.050609305959583
NRB,0.125,0.8,2,12,0.75,1000,203,356,153,239.457,41.67662524835825
NRB,0.1,0.9,2,36,0.75,1000,162,308,146,240.394,44.01413418446406
NRB,0.125,0.99,2,12,0.5,1000,163,207,44,185.116,13.449290963743309
NRB,0.2,1.0,2,36,0.5,1000,154,295,141,239.045,38.54039876982771
NRB,0.4,0.95,2,27,0.25,995,156,701,545,212.6110552763819,35.94214105214705
NRB,0.2,0.8,2,18,0.5,1000,148,278,130,186.412,27.572822062975646
NRB,0.1,0.8,2,12,0.75,1000,172,212,40,195.419,13.734047584855059
NRB,0.4,0.9,2,18,0.25,1000,138,368,230,257.663,41.08587933196125
NRB,0.05,1.0,2,12,0.75,1000,115,174,59,136.282,21.529839990348513
NRB,0.2,1.0,2,8,0.25,1000,89,266,177,166.376,45.07212131817317
NRB,0.4,0.95,2,36,0.75,993,162,472,310,231.94763343403827,77.05069600580126
NRB,0.05,0.9,2,18,0.75,1000,152,242,90,183.438,26.44665539499431
NRB,0.4,0.95,2,18,0.5,1000,175,283,108,197.458,19.879170440876486
NRB,0.5,1.0,2,27,0.5,996,209,422,213,238.7449799196787,29.213599519470694
NRB,0.05,0.99,2,8,0.75,1000,161,177,16,167.597,4.217864552280144
NRB,0.125,0.95,2,8,0.75,1000,159,928,769,266.046,104.96581208043743
NRB,0.15,0.95,2,21,0.5,995,134,510,376,184.02211055276382,35.63166014651323
NRB,0.01,0.99,2,12,0.75,1000,148,285,137,212.7,38.81985292322707
NRB,0.4,0.8,2,36,0.75,1000,162,371,209,234.436,44.7476284763143
NRB,0.1,0.99,2,8,0.25,1000,164,188,24,174.784,7.397436452316848
NRB,0.025,0.99,2,18,0.25,1000,255,315,60,292.251,16.945948311149902
NRB,0.075,0.95,2,12,0.75,1000,111,176,65,142.05,19.60070630583724
NRB,0.1,0.99,2,8,0.5,1000,143,302,159,231.031,51.91276311249454
NRB,0.2,0.99,2,27,0.5,999,168,410,242,247.61861861861863,43.17415556918186
NRB,0.15,0.9,2,12,0.25,1000,166,339,173,232.517,33.834841620842674
NRB,0.01,1.0,2,8,0.25,1000,177,202,25,183.319,4.141786256362512
NRB,0.1,1.0,2,12,0.5,1000,126,168,42,139.684,13.410219162190376
NRB,0.2,0.95,2,12,0.25,1000,188,227,39,204.956,10.257449940374034
NRB,0.5,1.0,2,52,0.75,1000,175,446,271,269.519,44.07934468237507
NRB,0.2,0.8,2,18,0.75,980,130,704,574,189.49897959183673,65.2182397312758
NRB,0.15,1.0,2,12,0.25,1000,162,309,147,198.215,31.88421832785584
NRB,0.125,1.0,2,27,0.25,999,211,417,206,266.61961961961964,34.39350639320589
NRB,0.075,0.9,2,12,0.5,1000,153,210,57,167.334,18.97863621635213
NRB,0.1,0.99,2,21,0.75,995,171,515,344,250.88140703517587,46.288223163695356
NRB,0.175,0.99,2,36,0.25,1000,181,519,338,297.827,50.34902278192791
NRB,0.175,1.0,2,18,0.75,1000,183,341,158,253.374,38.24100545878074
NRB,0.125,0.99,2,8,0.25,1000,160,195,35,175.676,8.357923119943068
NRB,0.075,0.9,2,12,0.25,1000,154,287,133,185.947,33.90811040077213
NRB,0.01,0.99,2,8,0.75,1000,156,267,111,194.663,34.82053849240274
NRB,0.1,0.99,2,18,0.75,1000,162,310,148,218.895,36.56918484571786
NRB,0.01,0.95,2,8,0.5,1000,154,280,126,197.461,33.63792486151589
NRB,0.125,0.99,2,12,0.5,1000,149,206,57,182.166,16.005706064607917
NRB,0.025,0.8,2,12,0.75,1000,120,253,133,201.95,30.26581437066446
NRB,0.4,0.95,2,18,0.5,1000,173,299,126,246.495,31.612645165097057
NRB,0.075,0.9,2,21,0.75,977,131,940,809,193.24974411463666,41.4620488929041
NRB,0.15,0.99,2,18,0.5,999,127,268,141,152.83083083083082,17.498995402325004
NRB,0.4,1.0,2,12,0.25,1000,215,289,74,254.635,23.941825034570485
NRB,0.5,0.8,2,36,0.5,1000,166,335,169,221.738,47.79849424461038
NRB,0.025,0.8,2,12,0.5,1000,141,208,67,180.046,22.931413688077185
NRB,0.125,0.8,2,8,0.25,1000,196,290,94,257.738,28.292752355255857
NRB,0.175,0.8,2,27,0.75,991,124,325,201,166.85570131180626,23.60573387987895
NRB,0.15,0.99,2,12,0.25,1000,154,229,75,179.591,30.563341388611896
NRB,0.01,0.95,2,12,0.25,1000,209,269,60,239.508,17.40818718250068
NRB,0.175,0.99,2,12,0.5,1000,135,260,125,184.927,32.14182272006004
NRB,0.5,0.9,2,36,0.75,1000,164,262,98,200.701,20.378687148339313
NRB,0.2,0.8,2,21,0.5,957,150,2641,2491,244.47021943573668,140.86447239421864
NRB,0.4,0.95,2,27,0.75,997,135,347,212,196.21063189568707,18.27088031738467
NRB,0.01,0.99,2,12,0.75,1000,178,274,96,212,26.263925711778004
NRB,0.075,0.99,2,21,0.25,994,218,473,255,256.36619718309856,25.073441055224166
NRB,0.1,0.99,2,12,0.25,1000,172,460,288,279.949,42.2714948668518
NRB,0.1,0.9,2,12,0.5,1000,211,356,145,254.08,27.947247604167547
NRB,0.15,1.0,2,36,0.75,1000,161,435,274,265.862,50.64286381767579
NRB,0.075,1.0,2,12,0.5,1000,155,236,81,183.707,32.63345052385808
NRB,0.025,1.0,2,21,0.5,990,168,804,636,244.9959595959596,31.013940305357703
NRB,0.175,0.99,2,36,0.75,1000,158,301,143,202.866,33.6690607182566
NRB,0.075,1.0,2,18,0.75,1000,156,356,200,237.595,49.341276194850664
NRB,0.15,0.8,2,18,0.75,1000,160,236,76,198.651,30.719421900190145
NRB,0.4,0.95,2,18,0.25,1000,159,434,275,245.531,53.57607147257472
NRB,0.2,0.99,2,12,0.5,1000,142,259,117,186.847,18.06626638187816
NRB,0.4,0.95,2,27,0.75,992,155,729,574,252.22782258064515,37.44596526905342
NRB,0.075,0.95,2,18,0.5,1000,196,378,182,246.165,23.507325865979936
NRB,0.01,1.0,2,18,0.75,1000,169,1122,953,254.455,85.4225203443564
NRB,0.05,0.9,2,12,0.75,996,143,296,153,194.02510040160644,42.47347824538586
NRB,0.175,1.0,2,18,0.25,1000,156,239,83,171.963,25.90878028576212
NRB,0.15,0.9,2,12,0.5,1000,181,283,102,223.728,25.42846087797338
NRB,0.125,0.95,2,18,0.25,1000,144,286,142,199.595,39.814094704477924
NRB,0.4,0.99,2,36,0.75,1000,164,450,286,246.205,33.792468183101185
NRB,0.1,0.95,2,27,0.75,997,135,501,366,219.25175526579739,55.771260910998734
NRB,0.05,0.99,2,8,0.5,1000,167,180,13,174.011,2.866547766233121
NRB,0.05,0.99,2,12,0.75,1000,169,280,111,220.18,33.013898853627055
NRB,0.05,1.0,2,21,0.75,998,209,531,322,263.2214428857715,36.36740057518591
NRB,0.1,0.99,2,12,0.25,1000,166,213,47,191.69,14.546460033269245
NRB,0.05,1.0,2,36,0.75,1000,171,314,143,244.881,29.131314293599466
NRB,0.1,0.99,2,8,0.25,1000,125,254,129,159.945,31.598582965782587
NRB,0.175,0.99,2,18,0.75,1000,209,377,168,259.962,29.819754757103112
NRB,0.2,0.99,2,27,0.5,998,168,434,266,245.74148296593185,43.07162403481205
NRB,0.05,0.95,2,8,0.5,999,86,296,210,176.995995995996,45.85185677290539
NRB,0.2,0.9,2,18,0.25,1000,194,241,47,218.611,18.074467222171872
NRB,0.1,0.9,2,18,0.5,1000,161,340,179,240.254,46.06160174326502
NRB,0.1,1.0,2,18,0.25,1000,170,253,83,193.241,20.42557522135235
NRB,0.1,0.95,2,8,0.25,995,144,189,45,156.21909547738693,14.155724794324222
NRB,0.01,0.95,2,8,0.75,1000,144,266,122,215.014,27.549242544301734
NRB,0.075,0.95,2,21,0.75,997,126,322,196,164.1654964894684,24.584656075214557
NRB,0.05,0.8,2,18,0.5,1000,149,293,144,178.459,15.763019754850013
NRB,0.125,1.0,2,12,0.25,1000,163,314,151,229.995,43.329509822076474
NRB,0.025,0.95,2,12,0.75,1000,161,208,47,182.28,17.13064677877222
NRB,0.125,0.8,2,52,0.75,1000,162,515,353,281.22,80.57493357068263
NRB,0.01,0.9,2,12,0.25,1000,150,213,63,173.766,24.057597802191555
NRB,0.125,0.99,2,18,0.75,1000,173,242,69,198.262,19.4780581873746
NRB,0.075,0.95,2,12,0.25,1000,128,151,23,143.4,5.851002840046673
NRB,0.125,0.8,2,12,0.25,1000,187,306,119,230.215,33.28354803156613
NRB,0.175,0.8,2,21,0.25,994,193,445,252,226.89336016096578,29.603092707723917
NRB,0.2,0.8,2,12,0.5,1000,201,368,167,231.036,43.310489520467236
NRB,0.15,0.8,2,18,0.5,1000,160,260,100,210.239,29.145623107875842
NRB,0.175,0.8,2,27,0.75,1000,123,240,117,172.775,31.069433285541027
NRB,0.075,0.8,2,18,0.75,1000,149,267,118,235.481,19.800143552123167
NRB,0.4,0.95,2,12,0.25,1000,161,432,271,290.677,62.630242041830066
NRB,0.2,0.9,2,52,0.75,1000,161,354,193,263.759,32.23749641605525
NRB,0.15,0.95,2,21,0.5,979,138,436,298,226.05515832482124,44.25053026672054
NRB,0.025,0.8,2,12,0.25,1000,135,167,32,153.793,7.4042537756328946
NRB,0.125,0.95,2,36,0.75,1000,131,319,188,200.678,29.129930807828377
NRB,0.125,0.8,2,21,0.5,979,168,319,151,192.76915219611848,16.063964307744637
NRB,0.05,0.99,2,8,0.75,1000,170,428,258,258.055,37.46835802184095
NRB,0.2,0.95,2,21,0.75,996,118,463,345,164.9789156626506,22.823213018577654
NRB,0.5,0.95,2,27,0.5,998,161,321,160,198.47094188376752,26.07286020813459
NRB,0.125,0.95,2,18,0.75,1000,127,1172,1045,276.938,171.46298641896948
NRB,0.075,0.8,2,12,0.75,998,143,289,146,195.37274549098197,35.77567659436658
NRB,0.2,1.0,2,12,0.25,1000,176,272,96,252.896,14.431959862245511
NRB,0.2,0.95,2,12,0.5,1000,159,267,108,195.67,27.431507205904445
NRB,0.05,0.9,2,8,0.25,1000,194,435,241,237.514,55.244472626279595
NRB,0.025,1.0,2,8,0.25,1000,116,182,66,141.76,19.372860080734277
NRB,0.2,0.99,2,8,0.5,1000,185,212,27,195.222,7.049710236202224
NRB,0.125,0.99,2,27,0.75,1000,168,342,174,237.315,30.28205372457056
NRB,0.2,1.0,2,52,0.75,1000,198,397,199,256.212,40.49576475340308
NRB,0.15,0.8,2,12,0.25,1000,171,360,189,246.806,43.593264809334215
NRB,0.125,0.9,2,21,0.75,999,135,391,256,167.2952952952953,28.395042609185197
NRB,0.01,0.8,2,12,0.5,1000,134,268,134,231.219,22.95600176461522
NRB,0.125,1.0,2,21,0.75,990,135,483,348,174.41717171717173,31.85880611191275
NRB,0.01,1.0,2,12,0.5,1000,155,315,160,202.744,45.313439196024085
NRB,0.05,0.95,2,18,0.75,1000,149,265,116,191.809,43.44649717891095
NRB,0.4,1.0,2,36,0.5,1000,164,329,165,245.543,37.47159285740695
NRB,0.05,0.95,2,8,0.25,1000,145,250,105,188.12,33.93796377783124
NRB,0.05,1.0,2,18,0.5,1000,161,228,67,206.699,17.043852026226112
NRB,0.15,0.95,2,27,0.75,995,131,227,96,161.6170854271357,11.739506189837204
NRB,0.5,0.9,2,21,0.25,1000,162,262,100,213.908,30.9516646004951
NRB,0.2,0.8,2,21,0.25,1000,163,325,162,257.276,41.95838808069645
NRB,0.125,1.0,2,12,0.75,1000,165,219,54,195.314,20.214946154962867
NRB,0.125,0.95,2,21,0.5,986,152,446,294,214.43509127789048,43.16548661091569
NRB,0.1,0.95,2,8,0.5,1000,157,425,268,287.089,74.24465871932033
NRB,0.125,0.9,2,27,0.25,996,156,362,206,220.35642570281124,41.05373937241029
NRB,0.5,0.8,2,36,0.25,1000,170,375,205,241.353,52.28887565742371
NRB,0.15,0.99,2,12,0.25,1000,125,224,99,153.097,18.04237008040014
NRB,0.15,0.95,2,12,0.5,1000,166,294,128,197.756,32.708780599837844
NRB,0.2,0.9,2,12,0.5,1000,131,262,131,168.144,22.292514892228294
NRB,0.025,0.9,2,12,0.75,1000,159,269,110,184.576,18.211256790070088
NRB,0.075,0.99,2,27,0.75,994,164,338,174,235.1549295774648,50.92448589520474
NRB,0.075,0.99,2,36,0.75,1000,162,301,139,192.24,27.033594197132118
NRB,0.5,0.9,2,52,0.25,1000,159,397,238,249.547,42.57074181945928
NRB,0.075,0.8,2,18,0.25,1000,135,193,58,152.426,9.368473317050771
NRB,0.125,0.9,2,18,0.25,1000,156,364,208,239.412,43.665489015135634
NRB,0.4,0.9,2,36,0.5,1000,128,256,128,164.915,25.442899129543317
NRB,0.175,0.8,2,18,0.75,1000,225,374,149,267.763,34.37039649400564
NRB,0.01,0.8,2,12,0.75,1000,114,164,50,142.592,15.189544372964525
NRB,0.025,0.8,2,12,0.5,1000,118,197,79,160.055,27.760522718811
NRB,0.175,0.95,2,27,0.25,996,161,358,197,268.03915662650604,36.44837297264904
NRB,0.075,0.99,2,27,0.75,1000,126,276,150,180.702,33.10155447873874
NRB,0.01,1.0,2,8,0.5,1000,121,268,147,178.809,41.48678913428554
NRB,0.1,1.0,2,27,0.25,996,198,1065,867,300.2550200803213,63.19143145988501
NRB,0.025,0.99,2,12,0.5,1000,119,237,118,172.582,28.808769866504562
NRB,0.1,0.95,2,18,0.25,1000,158,264,106,185.692,23.406387910034198
NRB,0.125,0.99,2,8,0.5,1000,118,223,105,181.094,25.93773178074617
NRB,0.01,0.8,2,8,0.75,1000,194,209,15,198.655,3.41637917196652
NRB,0.05,0.9,2,21,0.75,994,129,836,707,189.71428571428572,54.629013914510296
NRB,0.125,1.0,2,36,0.5,1000,170,353,183,247.271,41.49994945544879
