Feature Type,Alpha,Gamma,Polynomial Dimension,Protos per dimension,Epsilon,Simulations,MIN,MAX,Delta,Mean,STDEV
NRB,0.175,0.9,2,18,0.5,1000,153,278,125,191.331,38.4655044687319
NRB,0.15,1.0,2,52,0.75,993,166,406,240,284.920443101712,51.598624589041926
NRB,0.125,0.8,2,8,0.5,1000,174,293,119,246.02,20.019650006590684
NRB,0.01,0.8,2,8,0.5,1000,126,224,98,179.751,28.700535181764813
NRB,0.5,0.99,2,27,0.25,996,172,683,511,291.84638554216866,68.31528664166326
NRB,0.175,0.99,2,52,0.5,1000,166,504,338,287.406,62.06612093056378
NRB,0.01,0.9,2,8,0.75,1000,189,233,44,215.317,17.809089664401004
NRB,0.125,0.95,2,12,0.5,1000,133,237,104,159.744,24.26968235229875
NRB,0.125,0.99,2,27,0.25,995,161,433,272,248.5608040201005,49.89670488425687
NRB,0.175,0.95,2,18,0.75,1000,125,269,144,172.384,27.43204442000379
NRB,0.125,0.95,2,18,0.5,1000,135,1183,1048,261.446,117.45516932345208
NRB,0.15,0.8,2,18,0.75,1000,192,447,255,226.528,50.60096514567359
NRB,0.175,0.95,2,52,0.75,1000,163,303,140,233.611,36.354164882504236
NRB,0.15,0.8,2,27,0.75,992,116,341,225,179.78729838709677,48.68449175659596
NRB,0.05,0.99,2,12,0.75,1000,141,321,180,199.557,45.23561663127863
NRB,0.4,0.99,2,21,0.5,979,173,1229,1056,246.25842696629215,47.088043736841605
NRB,0.2,0.8,2,21,0.75,998,157,405,248,240.14829659318636,41.4790741565293
NRB,0.5,0.95,2,21,0.25,984,165,700,535,276.3150406504065,35.65627042968182
NRB,0.075,0.99,2,12,0.25,1000,138,182,44,160.148,8.571789286465899
NRB,0.1,0.8,2,8,0.25,1000,152,365,213,239.407,50.115935169943285
NRB,0.2,1.0,2,52,0.75,1000,185,369,184,268.435,30.668686690879728
NRB,0.125,0.99,2,18,0.25,1000,169,379,210,238.155,62.01616708552682
NRB,0.175,0.9,2,52,0.25,1000,201,521,320,296.005,59.22819391095725
NRB,0.4,0.8,2,21,0.25,994,229,561,332,270.82394366197184,32.57607395468263
NRB,0.075,0.8,2,12,0.5,1000,124,279,155,192.642,42.16752228831967
NRB,0.15,1.0,2,21,0.75,1000,159,267,108,181.824,31.424489216573157
NRB,0.2,0.95,2,27,0.5,991,148,304,156,188.882946518668,27.54449883290169
NRB,0.15,0.9,2,21,0.5,994,151,3565,3414,239.11770623742456,180.09271202030922
NRB,0.175,0.99,2,27,0.25,996,228,443,215,288.3142570281124,53.711949369535816
NRB,0.15,0.8,2,36,0.75,1000,127,234,107,180.625,26.94825752406978
NRB,0.175,1.0,2,12,0.5,1000,151,313,162,192.039,48.060225387156315
NRB,0.175,0.95,2,27,0.5,995,161,353,192,182.30150753768845,25.854871767295876
NRB,0.2,1.0,2,8,0.25,1000,161,187,26,170.542,7.402231354735478
NRB,0.2,0.8,2,12,0.5,1000,151,295,144,171.423,20.23485904375221
NRB,0.05,1.0,2,12,0.5,1000,123,198,75,156.269,23.87267357343001
NRB,0.1,1.0,2,18,0.5,1000,182,324,142,263.297,33.67249066564022
NRB,0.05,1.0,2,52,0.75,1000,190,468,278,277.078,42.98205873819184
NRB,0.15,1.0,2,27,0.25,996,155,356,201,224.98493975903614,49.281722932262085
NRB,0.2,1.0,2,36,0.25,1000,166,394,228,254.733,48.07940661385434
NRB,0.025,0.9,2,12,0.75,1000,130,452,322,178.588,57.8029535355888
NRB,0.2,0.95,2,52,0.75,1000,126,363,237,229.529,37.491849751616655
NRB,0.5,0.95,2,36,0.75,1000,168,328,160,267.708,22.832697345431356
NRB,0.125,1.0,2,8,0.25,1000,267,332,65,287.193,15.440860441412298
NRB,0.15,0.95,2,21,0.75,985,192,575,383,259.98984771573606,32.480574220669624
NRB,0.175,0.95,2,52,0.75,1000,155,415,260,230.824,60.248858486687936
NRB,0.125,0.99,2,36,0.5,1000,160,349,189,256.536,30.6405866384694
NRB,0.2,0.9,2,8,0.5,1000,239,467,228,266.983,44.506601179471666
NRB,0.2,1.0,2,52,0.5,991,163,552,389,288.39051463168516,70.18946848135042
NRB,0.025,0.99,2,12,0.75,1000,186,395,209,279.756,48.95429487784485
NRB,0.075,0.9,2,21,0.75,961,139,801,662,171.19354838709677,34.923994855495366
NRB,0.05,0.9,2,12,0.75,1000,121,278,157,187.895,39.81194501611251
NRB,0.075,0.9,2,27,0.5,996,159,310,151,201.80421686746988,34.87005053640176
NRB,0.175,0.9,2,18,0.75,1000,213,367,154,253.876,36.229369180144325
NRB,0.175,1.0,2,52,0.75,1000,200,377,177,271.772,42.44836722277878
NRB,0.1,0.99,2,8,0.5,1000,164,187,23,171.264,6.898978177955044
NRB,0.05,0.95,2,8,0.75,1000,198,355,157,285.642,33.32750453542177
NRB,0.125,0.99,2,18,0.75,1000,132,276,144,179.21,27.194842515805444
NRB,0.15,0.99,2,18,0.5,1000,156,270,114,199.274,27.112285038336402
NRB,0.01,0.95,2,12,0.5,1000,161,280,119,214.837,50.836077127742044
NRB,0.125,0.99,2,36,0.75,1000,156,318,162,219.967,30.164611961946648
NRB,0.1,0.95,2,18,0.5,1000,189,612,423,248.783,62.87439144914327
NRB,0.05,0.8,2,18,0.5,1000,158,278,120,215.268,27.189473026218135
NRB,0.175,0.99,2,8,0.25,1000,114,270,156,135.882,43.69388093579273
NRB,0.15,0.95,2,18,0.5,1000,172,347,175,277.411,29.283845762171037
NRB,0.025,0.95,2,18,0.75,1000,187,305,118,236.41,32.489805901043596
NRB,0.05,0.99,2,12,0.5,1000,156,237,81,208.714,21.723630454418068
NRB,0.01,0.9,2,8,0.75,1000,129,225,96,173.449,29.87490433305032
NRB,0.175,0.8,2,36,0.5,1000,152,262,110,207.458,34.55190400064908
NRB,0.2,0.95,2,36,0.5,1000,199,422,223,273.889,48.278395607999265
NRB,0.175,1.0,2,21,0.25,1000,168,334,166,205.289,35.475286820193226
NRB,0.025,0.99,2,12,0.25,1000,133,303,170,179.449,50.23208796836602
NRB,0.5,1.0,2,12,0.25,1000,171,319,148,225.462,43.93461968433102
NRB,0.15,0.9,2,36,0.75,1000,123,269,146,194.398,25.541259795709998
NRB,0.2,1.0,2,12,0.5,1000,122,261,139,165.202,28.242110629568973
NRB,0.025,0.95,2,8,0.5,1000,183,201,18,189.308,2.9863111113971454
NRB,0.4,0.9,2,52,0.5,1000,159,360,201,233.46,36.11887280872664
NRB,0.125,0.95,2,12,0.75,1000,162,253,91,193.137,16.02694899517978
NRB,0.2,0.99,2,21,0.5,984,159,1505,1346,216.744918699187,77.92519938035092
NRB,0.025,0.8,2,36,0.75,1000,213,364,151,259.9,22.47663674127424
NRB,0.075,1.0,2,18,0.75,1000,166,215,49,196.766,14.727802013611948
NRB,0.2,0.99,2,12,0.5,1000,163,269,106,186.935,33.86558212481594
NRB,0.075,0.9,2,21,0.25,1000,156,290,134,238.244,46.42195021174209
NRB,0.075,0.95,2,18,0.25,992,147,335,188,183.88306451612902,38.84942646830344
NRB,0.075,0.95,2,12,0.5,1000,152,260,108,202.378,30.151056402756474
NRB,0.075,0.8,2,18,0.75,1000,156,256,100,204.156,19.05152551961718
NRB,0.125,0.99,2,12,0.5,1000,118,166,48,147.525,18.10201806589691
NRB,0.05,0.99,2,21,0.75,998,152,452,300,208.19138276553107,41.36294386606914
NRB,0.025,0.95,2,12,0.25,1000,176,434,258,282.461,70.03785962449724
NRB,0.2,0.8,2,18,0.25,1000,206,382,176,242.043,22.131854191864946
NRB,0.075,0.9,2,12,0.25,1000,158,253,95,192.223,28.628707163856944
NRB,0.4,0.8,2,27,0.5,986,178,1100,922,249.28093306288034,65.85886449083306
NRB,0.125,0.9,2,18,0.75,1000,150,259,109,197.202,38.299974988034705
NRB,0.15,0.8,2,8,0.5,992,168,2302,2134,294.67641129032256,166.35400209839125
NRB,0.025,0.9,2,21,0.75,991,152,1199,1047,244.63471241170535,57.47074588184139
NRB,0.15,0.95,2,12,0.5,1000,214,290,76,254.948,23.607766150625572
NRB,0.025,0.9,2,12,0.5,1000,158,389,231,225.508,45.20176031013765
NRB,0.2,0.99,2,12,0.25,1000,120,210,90,175.883,29.440551235618145
NRB,0.175,0.99,2,18,0.75,1000,164,268,104,195.755,28.413628935940395
NRB,0.075,0.99,2,12,0.25,1000,163,282,119,246.38,31.24925784904525
NRB,0.1,1.0,2,12,0.5,1000,163,292,129,219.077,38.605173622591444
NRB,0.5,0.99,2,52,0.5,1000,163,316,153,212.326,21.705779526772698
NRB,0.1,0.8,2,21,0.25,986,124,1182,1058,180.70385395537525,51.57585242785491
NRB,0.15,0.9,2,18,0.25,1000,204,282,78,230.522,18.637029131673717
NRB,0.15,0.9,2,12,0.25,992,153,352,199,204.80443548387098,38.72683788064779
NRB,0.175,1.0,2,27,0.75,999,167,357,190,199.17117117117118,19.41782257094041
NRB,0.2,1.0,2,8,0.5,1000,207,365,158,256.002,43.11620348549955
NRB,0.1,0.95,2,27,0.5,1000,174,380,206,267.439,40.053296313106934
NRB,0.4,0.9,2,12,0.25,1000,156,284,128,198.318,17.407926697683212
NRB,0.5,0.8,2,36,0.5,1000,170,470,300,286.138,75.43720387002509
NRB,0.175,0.99,2,18,0.75,1000,163,344,181,232.899,45.65855344294761
NRB,0.15,0.99,2,27,0.5,1000,170,449,279,254.325,35.78645057902565
NRB,0.4,0.95,2,27,0.5,983,172,718,546,245.3763987792472,28.61160540410272
NRB,0.1,0.99,2,8,0.75,1000,172,206,34,182.584,6.895251154852047
NRB,0.075,0.9,2,21,0.25,997,150,518,368,216.06519558676027,33.664580469681475
NRB,0.075,0.9,2,12,0.25,1000,124,275,151,208.622,43.466083518260724
NRB,0.15,0.9,2,27,0.5,986,120,804,684,188.87728194726165,35.461169885672504
NRB,0.4,0.99,2,27,0.75,997,161,519,358,189.58676028084253,27.97875960782531
NRB,0.075,0.8,2,12,0.5,1000,151,210,59,181.764,15.90739920129464
NRB,0.1,0.8,2,18,0.75,1000,156,239,83,190.596,26.6719736460986
NRB,0.05,0.8,2,12,0.25,1000,153,218,65,191.344,20.76971461154546
NRB,0.15,0.95,2,18,0.25,1000,161,329,168,236.531,67.20189829263853
NRB,0.075,0.9,2,18,0.5,1000,145,264,119,207.648,37.23001705841901
NRB,0.125,0.8,2,21,0.75,989,149,396,247,177.27502527805865,23.337498997056635
NRB,0.025,0.8,2,36,0.75,1000,166,343,177,257.698,40.30018487427695
NRB,0.125,0.9,2,27,0.5,991,159,812,653,226.50252270433904,40.95565159620756
NRB,0.01,0.95,2,8,0.5,1000,200,270,70,234.002,17.758303785929368
NRB,0.4,1.0,2,12,0.75,1000,173,288,115,216.872,27.203817078925958
NRB,0.025,0.9,2,12,0.75,1000,126,184,58,156.452,16.264139024806024
NRB,0.2,0.99,2,12,0.5,1000,164,220,56,186.446,20.039377751334012
NRB,0.15,0.99,2,27,0.75,999,166,374,208,203.24324324324326,28.662081601575323
NRB,0.15,0.9,2,12,0.25,1000,161,301,140,220.298,34.32231369265798
NRB,0.025,0.9,2,8,0.75,1000,120,249,129,155.401,31.282979778528514
NRB,0.125,0.9,2,12,0.25,1000,204,329,125,222.155,19.19660085756029
NRB,0.075,1.0,2,18,0.5,1000,147,354,207,235.844,48.471343442648
NRB,0.1,0.95,2,12,0.75,1000,169,210,41,186.787,12.994864273915965
NRB,0.15,0.99,2,27,0.5,1000,163,316,153,188.838,25.97472699456998
NRB,0.15,0.9,2,52,0.75,1000,159,347,188,245.448,41.896331564930584
NRB,0.1,0.95,2,27,0.5,999,155,341,186,213.8008008008008,28.38229145604617
NRB,0.4,0.99,2,36,0.75,1000,156,737,581,252.757,78.52346072916606
NRB,0.05,0.8,2,8,0.25,998,179,334,155,241.5250501002004,34.75708616763044
NRB,0.175,0.95,2,18,0.75,1000,154,285,131,221.935,35.434903801300315
NRB,0.2,0.8,2,27,0.75,994,161,347,186,250.03319919517102,53.02251991136233
NRB,0.175,0.95,2,27,0.75,997,168,1184,1016,215.0060180541625,54.2789719049274
NRB,0.075,0.8,2,8,0.25,1000,116,226,110,181.901,26.3768636865329
NRB,0.125,1.0,2,12,0.5,1000,151,248,97,176.443,18.99830746900067
NRB,0.5,1.0,2,52,0.75,1000,140,421,281,241.738,68.19052209290749
NRB,0.4,1.0,2,21,0.25,986,165,630,465,211.04665314401623,38.91526463066251
NRB,0.4,0.8,2,36,0.5,994,130,325,195,189.682092555332,26.51354973374693
NRB,0.4,0.95,2,21,0.25,988,155,325,170,189.23684210526315,25.467912524110275
NRB,0.175,0.8,2,12,0.75,1000,120,185,65,156.344,21.20842901917682
NRB,0.05,0.99,2,8,0.5,1000,128,138,10,132.98,2.2712901088937887
NRB,0.2,1.0,2,36,0.75,1000,156,426,270,258.412,60.611863971124116
NRB,0.5,0.8,2,52,0.25,1000,174,458,284,276.39,51.79887086629421
NRB,0.125,0.95,2,8,0.5,1000,205,288,83,225.626,29.35789519039146
NRB,0.075,0.95,2,12,0.5,1000,174,222,48,199.88,14.343616675697218
NRB,0.075,0.99,2,12,0.5,1000,160,252,92,195.298,21.22375187481336
NRB,0.05,0.8,2,27,0.75,998,151,285,134,207.1202404809619,30.759519098774092
NRB,0.025,1.0,2,8,0.25,1000,122,216,94,186.905,34.69350969006472
NRB,0.15,0.9,2,27,0.25,991,124,1639,1515,209.70534813319878,58.46649702520994
NRB,0.05,0.99,2,21,0.25,998,163,345,182,187.53006012024048,21.355814445445006
NRB,0.125,0.9,2,12,0.75,1000,178,378,200,268.104,35.621286614327396
NRB,0.2,0.95,2,36,0.5,998,126,381,255,226.35470941883767,46.23268124726995
NRB,0.05,0.99,2,36,0.75,1000,134,317,183,232.325,46.60885925187143
NRB,0.125,0.8,2,18,0.25,1000,156,254,98,216.549,29.979098474526303
NRB,0.125,0.95,2,36,0.5,1000,175,809,634,287.267,71.60223873309822
NRB,0.01,0.9,2,8,0.75,1000,148,169,21,155.432,6.817026320020178
NRB,0.125,0.8,2,12,0.5,1000,179,263,84,221.735,25.107831013016202
NRB,0.5,0.99,2,52,0.75,1000,160,387,227,255.234,57.28010347628794
NRB,0.025,0.9,2,18,0.75,1000,155,304,149,204.966,45.46799074274321
NRB,0.4,0.95,2,36,0.5,1000,169,250,81,225.383,15.69900537517488
NRB,0.15,0.99,2,12,0.5,1000,209,272,63,237.287,20.444329326285114
NRB,0.125,0.99,2,18,0.75,1000,159,284,125,200.558,41.01649654698691
NRB,0.175,0.9,2,12,0.25,1000,168,450,282,192.811,27.827641952861487
NRB,0.075,0.9,2,36,0.5,1000,206,368,162,261.346,35.44834084789962
NRB,0.175,1.0,2,18,0.5,1000,165,201,36,177.142,8.17475765161651
NRB,0.125,1.0,2,18,0.5,1000,239,263,24,247.548,4.598569651842064
NRB,0.01,0.99,2,18,0.75,1000,158,275,117,193.467,29.70416213678225
NRB,0.175,0.8,2,27,0.5,982,163,1031,868,213.5437881873727,52.51735907476218
NRB,0.1,0.8,2,36,0.75,1000,160,316,156,244.502,32.39276597154505
NRB,0.125,0.8,2,36,0.75,1000,155,322,167,219.573,36.97387914107389
NRB,0.1,0.99,2,21,0.75,995,162,500,338,210.808040201005,36.10782443725935
NRB,0.15,1.0,2,18,0.5,1000,221,569,348,291.024,45.94056986977806
NRB,0.01,0.95,2,8,0.5,1000,205,237,32,218.466,8.00280506378163
NRB,0.05,1.0,2,36,0.75,1000,166,308,142,206.797,28.91033722734134
NRB,0.05,1.0,2,12,0.25,1000,124,211,87,174.945,21.918768382539366
NRB,0.05,0.95,2,12,0.75,1000,140,211,71,170.096,21.285155433819174
NRB,0.01,0.9,2,12,0.5,1000,117,270,153,154.644,21.08933436654709
NRB,0.2,1.0,2,12,0.5,1000,214,283,69,256.228,20.469905545288505
NRB,0.5,0.9,2,27,0.25,998,166,394,228,288.9889779559118,49.27592952394568
NRB,0.1,1.0,2,18,0.25,998,172,299,127,204.9819639278557,37.22882797305663
NRB,0.05,0.95,2,12,0.5,1000,134,157,23,146.712,3.7756206524638185
NRB,0.125,0.8,2,27,0.5,997,161,314,153,219.51955867602808,32.562958305723676
NRB,0.15,0.8,2,52,0.75,1000,157,270,113,214.006,35.590738467537655
NRB,0.175,0.95,2,27,0.5,997,159,582,423,229.92878635907724,44.159644935106456
NRB,0.1,0.9,2,8,0.5,1000,207,334,127,232.105,30.82294646897063
NRB,0.01,0.8,2,8,0.25,1000,112,154,42,139.784,16.672471781811936
NRB,0.075,1.0,2,18,0.25,1000,177,335,158,250.601,24.99705285932027
NRB,0.05,0.8,2,21,0.5,946,158,1080,922,221.61627906976744,63.43692204565729
NRB,0.15,0.9,2,18,0.25,968,138,271,133,162.48863636363637,15.005889054240326
NRB,0.125,0.95,2,8,0.25,1000,165,327,162,240.943,46.016510844155384
NRB,0.1,1.0,2,8,0.5,1000,125,269,144,204.268,43.61486481043398
NRB,0.05,0.9,2,12,0.5,1000,152,198,46,169.718,15.451900764541469
NRB,0.01,0.99,2,8,0.5,1000,113,125,12,117.502,3.453102940822923
NRB,0.025,0.95,2,12,0.5,1000,194,211,17,199.863,2.09824537021618
NRB,0.2,1.0,2,36,0.75,1000,165,285,120,207.21,34.87463462375111
NRB,0.175,0.95,2,36,0.25,935,171,396,225,278.9689839572193,53.571382670767164
NRB,0.075,0.9,2,18,0.5,1000,150,257,107,172.939,32.282556318272604
NRB,0.4,0.8,2,8,0.25,1000,116,202,86,183.104,23.207925193601255
NRB,0.075,1.0,2,12,0.25,1000,145,247,102,176.226,26.238204347237016
NRB,0.1,0.99,2,18,0.5,1000,157,243,86,200.258,25.639946233228393
NRB,0.075,1.0,2,18,0.25,1000,209,338,129,239.236,21.768651271454054
NRB,0.4,1.0,2,8,0.5,1000,150,181,31,162.125,7.469080409405308
NRB,0.2,0.8,2,27,0.75,1000,153,271,118,209.859,36.49058346589818
NRB,0.4,0.95,2,52,0.5,1000,156,341,185,236.222,37.3667363973493
NRB,0.1,1.0,2,21,0.5,985,162,440,278,192.10355329949238,23.497609235840482
NRB,0.5,0.99,2,18,0.5,1000,166,308,142,218.205,45.01801413430624
NRB,0.4,0.95,2,52,0.25,1000,191,500,309,292.238,55.63420279396947
NRB,0.075,0.9,2,8,0.5,1000,166,245,79,215.691,25.818406401424337
NRB,0.4,0.9,2,8,0.5,1000,197,314,117,205.544,11.310260208588748
NRB,0.175,0.99,2,36,0.25,1000,159,353,194,277.672,39.28834420015674
NRB,0.175,0.99,2,12,0.75,1000,167,325,158,227.779,36.758990497324355
NRB,0.4,0.95,2,36,0.5,1000,173,370,197,243.148,40.893157695956255
NRB,0.175,0.8,2,21,0.75,991,159,418,259,206.1725529767911,31.992415348631656
NRB,0.125,1.0,2,8,0.5,1000,198,229,31,203.453,6.046846728283706
NRB,0.175,0.99,2,18,0.25,1000,232,535,303,301.762,46.59629352824719
NRB,0.125,0.9,2,18,0.75,1000,148,851,703,237.775,97.40587394648887
NRB,0.15,0.99,2,12,0.25,1000,158,251,93,184.816,24.518958446951277
NRB,0.05,0.8,2,21,0.75,995,114,1032,918,155.40402010050252,48.819850993481666
NRB,0.125,0.99,2,12,0.5,1000,157,325,168,211.345,44.3847043132764
NRB,0.05,0.8,2,21,0.75,995,119,487,368,170.84221105527638,41.38225675553187
NRB,0.1,0.99,2,36,0.75,1000,161,282,121,209.633,30.09794340477763
NRB,0.2,1.0,2,36,0.75,988,127,911,784,219.4078947368421,54.4538753203787
NRB,0.2,0.9,2,18,0.5,1000,164,390,226,236.088,48.20178075203931
NRB,0.075,0.99,2,12,0.75,1000,171,329,158,265.662,49.530122036887704
NRB,0.175,0.99,2,18,0.25,1000,136,293,157,209.098,46.24542177378248
NRB,0.2,0.9,2,12,0.25,1000,160,319,159,260.643,14.492259195052252
NRB,0.125,0.9,2,8,0.25,1000,216,298,82,239.906,29.467668850920454
NRB,0.4,0.95,2,27,0.25,981,155,469,314,219.9184505606524,43.27333010070927
NRB,0.15,0.95,2,36,0.75,1000,124,269,145,191.888,37.70983276928562
NRB,0.05,0.99,2,12,0.75,1000,167,377,210,238.045,46.39087289638004
NRB,0.05,0.9,2,8,0.75,1000,159,485,326,234.188,68.6917696322872
NRB,0.075,0.95,2,8,0.5,1000,155,280,125,231.111,38.704712035277225
NRB,0.4,0.99,2,12,0.25,1000,172,313,141,221.027,39.00065797294095
NRB,0.075,0.99,2,12,0.75,1000,157,294,137,182.277,16.803887694270088
NRB,0.1,1.0,2,21,0.75,993,160,300,140,182.41691842900303,20.481241313364848
NRB,0.175,0.95,2,12,0.5,1000,129,194,65,161.499,21.15579274256974
NRB,0.025,0.99,2,12,0.75,1000,148,231,83,185.271,32.40063827087918
NRB,0.1,0.9,2,21,0.25,993,164,509,345,237.7583081570997,32.901153186563995
NRB,0.15,1.0,2,27,0.75,1000,186,403,217,286.606,32.35836565446141
NRB,0.1,0.99,2,27,0.5,997,207,608,401,280.9097291875627,37.277100268726095
NRB,0.5,0.95,2,52,0.5,1000,228,394,166,277.778,26.540178919839576
NRB,0.075,0.99,2,8,0.75,1000,167,311,144,227.072,44.419521720859514
NRB,0.15,0.99,2,18,0.25,999,159,322,163,207.5955955955956,33.68411881497426
NRB,0.2,1.0,2,27,0.25,998,165,251,86,183.81563126252505,15.830029870135203
NRB,0.025,1.0,2,36,0.75,1000,166,435,269,270.891,48.017317519638496
NRB,0.175,0.95,2,8,0.5,1000,126,310,184,184.956,44.08339153705633
NRB,0.2,0.9,2,36,0.75,968,158,368,210,220.15289256198346,38.68440669715226
NRB,0.05,0.9,2,18,0.75,1000,153,212,59,173.907,19.779625491514864
NRB,0.175,0.99,2,18,0.75,1000,229,465,236,287.229,47.721293788841066
NRB,0.125,0.95,2,18,0.25,1000,119,221,102,171.558,31.752146932685275
NRB,0.175,0.9,2,52,0.75,1000,149,376,227,212.016,49.617997638857716
NRB,0.175,0.8,2,21,0.5,981,151,610,459,234.14373088685016,51.785731368912984
NRB,0.15,1.0,2,12,0.25,1000,159,348,189,254.539,54.72686276874008
NRB,0.15,0.95,2,18,0.5,1000,154,203,49,176.686,12.442436185016913
NRB,0.15,0.8,2,36,0.75,1000,160,305,145,226.605,24.50027016663772
NRB,0.05,0.95,2,36,0.75,1000,159,335,176,227.35,39.82609217105813
NRB,0.075,0.95,2,18,0.5,1000,134,293,159,190.195,28.699314027091756
NRB,0.5,0.8,2,36,0.5,1000,188,409,221,268.803,47.4010237025325
NRB,0.125,0.99,2,12,0.25,1000,159,320,161,198.492,33.1928561847531
NRB,0.175,1.0,2,52,0.75,1000,155,297,142,204.396,33.11446438871919
NRB,0.05,0.95,2,12,0.75,1000,128,193,65,167.098,22.91107403229524
NRB,0.175,0.95,2,18,0.25,1000,238,406,168,271.237,24.485922310409126
NRB,0.2,0.8,2,21,0.25,1000,125,355,230,187.835,37.96718691557596
NRB,0.1,0.99,2,8,0.5,1000,162,283,121,221.817,26.912000422985408
NRB,0.125,0.99,2,12,0.25,1000,210,218,8,214.378,1.884852426230942
NRB,0.2,1.0,2,18,0.5,1000,159,287,128,194.794,27.79698250235511
NRB,0.075,0.95,2,12,0.5,1000,159,322,163,199.745,37.183014288133656
NRB,0.1,0.99,2,21,0.25,993,157,379,222,196.24874118831823,31.943617808192805
NRB,0.2,0.8,2,27,0.25,997,191,674,483,236.9037111334002,38.532633072693926
NRB,0.15,0.9,2,18,0.25,1000,146,272,126,172.568,36.934421987185985
NRB,0.01,0.95,2,12,0.75,1000,121,207,86,166.946,24.44521737789731
NRB,0.15,0.9,2,18,0.5,996,154,294,140,209.4226907630522,30.395071128941648
NRB,0.175,0.95,2,27,0.75,998,153,417,264,173.4118236472946,28.911543933155112
NRB,0.5,1.0,2,12,0.5,1000,160,277,117,199.486,23.97788028043227
NRB,0.2,0.99,2,18,0.5,1000,157,181,24,167.841,4.152946660621343
NRB,0.5,0.8,2,52,0.75,1000,157,401,244,250.474,47.916649813288586
NRB,0.075,0.8,2,21,0.5,994,167,566,399,221.8209255533199,38.53882212031708
NRB,0.125,0.99,2,52,0.75,1000,168,400,232,274.781,53.28780939041902
NRB,0.1,0.9,2,18,0.5,1000,162,232,70,190.919,25.1329286614812
NRB,0.025,0.8,2,18,0.75,1000,128,252,124,180.52,32.919162675731464
NRB,0.175,1.0,2,8,0.75,1000,150,219,69,172.154,11.818627837611436
NRB,0.125,1.0,2,12,0.75,1000,231,307,76,259.699,22.93059552674573
NRB,0.15,0.95,2,18,0.25,1000,205,361,156,272.671,28.216004357490128
NRB,0.075,0.9,2,18,0.5,1000,165,422,257,292.9,60.50964730865168
NRB,0.2,0.95,2,21,0.25,984,122,847,725,159.1331300813008,46.28822480726699
NRB,0.075,0.8,2,18,0.25,1000,161,325,164,247.911,24.219985274287158
NRB,0.025,0.99,2,18,0.25,1000,212,471,259,268.03,45.28023188323354
NRB,0.15,0.95,2,52,0.5,1000,180,461,281,288.037,55.226638614101915
NRB,0.175,0.95,2,36,0.5,995,157,457,300,246.94070351758793,74.77520638854993
NRB,0.1,0.8,2,27,0.5,999,120,421,301,162.8148148148148,27.597935299698662
NRB,0.4,0.9,2,27,0.25,1000,163,349,186,256.826,29.77906171316545
NRB,0.1,0.8,2,18,0.75,1000,150,257,107,201.277,26.820134052435133
NRB,0.15,0.95,2,27,0.5,996,143,273,130,179.56827309236948,14.815052695199114
NRB,0.075,0.9,2,27,0.25,995,225,404,179,276.0371859296482,33.75717561576985
NRB,0.1,0.9,2,18,0.25,1000,147,295,148,186.186,33.584629391007596
NRB,0.175,0.9,2,18,0.75,1000,153,326,173,261.351,48.04287581855313
NRB,0.4,0.8,2,36,0.5,1000,163,258,95,197.583,26.82608338445532
NRB,0.025,0.8,2,18,0.75,1000,148,275,127,213.535,28.122119917044458
NRB,0.025,0.9,2,8,0.5,1000,183,312,129,277.886,32.77681075582741
NRB,0.1,0.9,2,8,0.25,1000,196,224,28,206.504,4.147672502402665
NRB,0.125,0.9,2,12,0.25,1000,157,215,58,179.289,17.765671901115873
NRB,0.1,0.99,2,8,0.5,1000,137,299,162,206.997,31.69150268356397
NRB,0.4,1.0,2,12,0.5,1000,202,302,100,259.616,27.948553910098205
NRB,0.2,1.0,2,18,0.25,1000,170,301,131,252.172,49.671820036170466
NRB,0.175,0.99,2,36,0.75,998,159,715,556,208.29659318637275,45.63821587948878
NRB,0.025,1.0,2,12,0.75,1000,153,323,170,249.905,33.26503475930151
NRB,0.15,0.8,2,21,0.75,1000,160,369,209,240.959,26.19113006905762
NRB,0.05,0.95,2,27,0.75,993,164,253,89,183.3585095669688,21.66535184013902
NRB,0.1,0.95,2,12,0.25,1000,164,291,127,229.347,19.25911484218588
NRB,0.175,0.9,2,27,0.75,997,139,316,177,161.2357071213641,14.355414327302208
NRB,0.025,0.99,2,8,0.25,1000,155,172,17,159.153,3.24069330438613
NRB,0.1,0.8,2,18,0.25,1000,202,321,119,260.02,20.03549402987161
NRB,0.075,0.95,2,12,0.75,1000,109,279,170,162.864,33.98067377481191
NRB,0.175,0.8,2,18,0.5,1000,156,292,136,221.906,45.45354979744914
NRB,0.125,0.99,2,18,0.5,1000,170,308,138,254.078,30.579355994085503
NRB,0.1,0.99,2,18,0.75,1000,159,285,126,222.909,42.279999022201
NRB,0.2,0.95,2,18,0.75,1000,158,344,186,195.077,45.43306322750244
NRB,0.175,1.0,2,8,0.75,999,215,269,54,246.5005005005005,18.162861250567445
NRB,0.5,0.95,2,27,0.5,997,156,296,140,223.86960882647944,25.70720698776687
NRB,0.1,0.8,2,18,0.75,1000,126,235,109,201.732,29.420226473052953
NRB,0.2,0.9,2,8,0.25,1000,122,265,143,131.442,18.769414666603936
NRB,0.15,0.8,2,18,0.25,1000,155,231,76,203.688,23.467027024260176
NRB,0.4,0.9,2,21,0.25,1000,156,261,105,194.563,31.473458812301033
